Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,Temp,Precip,AGB,Age,Reference 1,Method used to determine tree age,FullBibEntry
80,Polar,Polar,Asia,"Chersky,the lower delta of Kolyma River?eastern Siberia",L. cajanderi,69,160,-12.7,310,8.2,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
81,Boreal,Boreal mountain system,Asia,"Oymyakon,the upper  stream  of  Indigirka  River,eastern Siberia",L. cajanderi,63,145,-18,510,3.8,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
82,Boreal,Boreal mountain system,Asia,"Tura,along  Kochechum  River,central Siberia",L. gmelinii,64,100,-9.4,600,3.1,100,"Kajimoto et al., 2006",Tree rings,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
83,Boreal,Boreal mountain system,Asia,"Tura,along  Kochechum  River,central Siberia",L. gmelinii,64,100,-9.4,600,11.6,220,"Kajimoto et al., 2006",Tree rings,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
84,Polar,Polar,Asia,"Tura,along  Kochechum  River,central Siberia",L. gmelinii,72,101,-13,420,3,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
85,Boreal,Boreal mountain system,Asia,"Tura,along  Kochechum  River,central Siberia",L. cajanderi,61,152,-12.2,670,42.9,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
86,Polar,Polar,Asia,"Tura,along  Kochechum  River,central Siberia",L. gmelinii,70,90,-12.1,690,27.7,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
87,Boreal,Boreal coniferous forest,Asia,"Tura,along  Kochechum  River,central Siberia",L. gmelinii,62,129,-10.2,460,61.5,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
88,Boreal,Boreal mountain system,Asia,"Tura,along  Kochechum  River,central Siberia",L. gmelinii,64,100,-9.4,600,3.1,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
89,Boreal,Boreal mountain system,Asia,"Tura,along  Kochechum  River,central Siberia",L. gmelinii,64,100,-9.4,600,12.6,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
90,Boreal,Boreal coniferous forest,Asia,"Tura,along  Kochechum  River,central Siberia",Pinus sylvestris,66,87,-6.6,850,51.9,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
91,Boreal,Boreal mountain system,Asia,"Tura,along  Kochechum  River,central Siberia",L. cajanderi,60,148,-5.9,700,91.4,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
92,Boreal,Boreal coniferous forest,Asia,"Tura,along  Kochechum  River,central Siberia",Pinus sylvestris,62,90,-4.1,910,105.5,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
93,Boreal,Boreal mountain system,Asia,"Tura,along  Kochechum  River,central Siberia",Pinus sylvestris,52,94,-2.5,920,90.9,,"Kajimoto et al., 2006",,"Kajimoto, T., Matsuura, Y., Osawa, A., Abaimov, A.P., Zyryanova, O.A., Isaev, A.P., Yefremov, D.P., Mori, S. & Koike, T. (2006) Size–mass allometry and biomass allocation of two larch species growing on the continuous permafrost region in Siberia. Forest Ecology and Management, 222, 314-325."
94,Temperate,Temperate mountain system,Europe,"Ivan Frankivski,Ukraine",Norway spruce and silver fir,48.371,23.67,7,800,127.7,250,"Keetonet al., 2010",Tree rings,"Keeton, W.S., Chernyavskyy, M., Gratzer, G., Main-Knorn, M., Shpylchak, M. & Bihun, Y. (2010) Structural characteristics and aboveground biomass of old-growth spruce-fir stands in the eastern Carpathian mountains, Ukraine. Plant Biosystems, 144, 1-12."
95,Temperate,Temperate mountain system,Europe,"Ivan Frankivski,Ukraine",Norway spruce and silver fir,48.371,23.67,7,800,151.5,250,"Keetonet al., 2010",Tree rings,"Keeton, W.S., Chernyavskyy, M., Gratzer, G., Main-Knorn, M., Shpylchak, M. & Bihun, Y. (2010) Structural characteristics and aboveground biomass of old-growth spruce-fir stands in the eastern Carpathian mountains, Ukraine. Plant Biosystems, 144, 1-12."
96,Temperate,Temperate continental forest,Europe,"Ivan Frankivski,Ukraine",Norway spruce and silver fir,48.438,23.39,7,800,90.6,150,"Keetonet al., 2010",Tree rings,"Keeton, W.S., Chernyavskyy, M., Gratzer, G., Main-Knorn, M., Shpylchak, M. & Bihun, Y. (2010) Structural characteristics and aboveground biomass of old-growth spruce-fir stands in the eastern Carpathian mountains, Ukraine. Plant Biosystems, 144, 1-12."
97,Tropical,Tropical rainforest,Central America,"Los Tuxtlas, Mexico",,18.58,-95.08,27,4700,181,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
98,Temperate,Temperate oceanic forest,South America,Chile,"Nothofagus dombeyi,Drimys winteri,N. nitida,Aextoxicon punctatum",-40.5,-73.5,10.6,1600,142,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
99,Temperate,Temperate mountain system,North America,Oregon coast,Tsuga heterophylla-Picea sitchensis,45,-123.9,8.6,2575,465,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
100,Boreal,Boreal mountain system,North America,"Alaska, USA","Picea glauca,P. marina,Populus/Alnus,Betula papyrifera",64.75,-148.25,-3.5,269,61,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
101,Boreal,Boreal mountain system,North America,"Alaska, USA",Picea marina,64,-148,-3.4,275,43,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
102,Temperate,Temperate mountain system,North America,Alaskan coast,"Tsuga heterophylla,Chamaecyparis nootkatensis,T. mertensiana",58.37,-134.72,10,3550,325,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
103,Tropical,Tropical rainforest,South America,"Araracuara, Colombia",,-0.63,-72.37,25.5,2998,175,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
104,Subtropical,Subtropical humid forest,Australasia,"Auckland & Northland, NZ",,-35.72,173.63,13.9,1640,672,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
105,Subtropical,Subtropical humid forest,Australasia,"Auckland & Northland, NZ",,-36.9,174.57,14.4,1341,312,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
106,Boreal,Boreal coniferous forest,North America,Canada - Boreal Plains,,54,-115,0,462,113,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
107,Boreal,Boreal tundra woodland,North America,Canada - Taiga Plains,,58,-118,-5.5,350,99,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
108,Boreal,Boreal,North America,Canada - Western Boreal Shield,,51,-99,-4,400,33,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
109,Boreal,Boreal coniferous forest,North America,Canada - Western Taiga Shield,,59,-110,-4,350,47,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
110,Boreal,Boreal coniferous forest,Europe,Central Finland,Pinus sylvestris,64.72,26.02,2,500,34,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
111,Temperate,Temperate mountain system,Australasia,"central Highlands of Victoria, Aust.",Eucalyptus regnans,-37.62,145.79,9.4,1670,1053,500,"Keith et al., 2009",Radiocarbon dating,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
112,Temperate,Temperate mountain system,Australasia,"Central Highlands, Vict., Aust.",Eucalyptus regnans,-37.62,145.79,9.4,1668,501,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
113,Boreal,Boreal coniferous forest,Asia,Central Siberia,"Pinus sylvestris, lichen",60.75,89.41,-3.7,493,62,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
114,Boreal,Boreal coniferous forest,Asia,Central Siberia,"Pinus sylvestris, Vacciniummosses",60.73,89.32,-3.7,493,149,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
115,Boreal,Boreal coniferous forest,Asia,"Central Siberia, Yenisei River","Pinus sylvestris, lichen",60.72,89.13,-3.7,493,65,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
116,Boreal,Boreal coniferous forest,Asia,"Central Siberia, Yenisei River","Pinus sylvestris, Vacciniummosses",60.72,89.13,-3.7,493,121,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
117,Temperate,Temperate oceanic forest,Australasia,Central South Island NZ,Nothofagus solandri,-43.25,172,8,1447,123,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
118,Temperate,Temperate mountain system,Australasia,"central Victoria, Aust.",Eucalyptus regnans,-37.43,145.18,10.4,1244,678,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
119,Tropical,Tropical rainforest,Asia,"Cheko, Cambodia",,10.93,103.4,27.8,3726,191,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
120,Boreal,Boreal coniferous forest,Asia,"China, Daxing’anling",Larix gmelinii,50.83,121.5,-5.4,500,26,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
121,Boreal,Boreal coniferous forest,Asia,"China, Daxing’anling",Larix gmelinii,50.68,121.84,-4,425,31,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
122,Boreal,Boreal coniferous forest,Asia,"China, Daxing’anling",Larix gmelinii-Ledum,52.73,123.83,-3,425,28,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
123,Boreal,Boreal coniferous forest,Asia,"China, Daxing’anling",Larix gmelinii-grass,52.73,123.83,-3,425,30,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
124,Boreal,Boreal coniferous forest,Asia,"China, Daxing’anling",Larix gmelinii-Rhododendron,52.73,123.83,-3,425,93,,"Keith et al., 2009",,"Keith, H., Mackey, B.G. & Lindenmayer, D.B. (2009) Re-evaluation of forest biomass carbon stocks and lessons from the world's most carbon-dense forests. Proceedings of the National Academy of Sciences USA, 106, 11635-11640."
